siruta,lhdi_2018_pred
106648.0,55.0
37100.0,32.7
151246.0,44.4
36373.0,35.3
151558.0,33.2
137675.0,45.4
37057.0,30.9
39694.0,39.2
38456.0,39.4
148872.0,43.5
107270.0,36.4
147241.0,43.4
148694.0,44.2
108632.0,41.8
150294.0,40.4
39612.0,34.4
39959.0,25.0
179873.0,47.7
108614.0,42.4
147036.0,41.4
38241.0,27.1
108473.0,28.1
108598.0,30.4
107350.0,46.6
39942.0,36.5
39967.0,34.6
138164.0,45.4
137960.0,45.5
38731.0,29.2
137407.0,64.9
39417.0,30.6
36676.0,32.9
38161.0,38.2
39122.0,33.3
108945.0,51.6
39792.0,40.1
107715.0,43.3
37618.0,32.3
36426.0,39.9
137069.0,44.2
36060.0,46.9
108552.0,47.3
36006.0,59.8
37011.0,42.6
180028.0,44.9
39836.0,28.7
39220.0,35.8
137274.0,42.1
36649.0,26.2
37672.0,22.6
139170.0,45.2
36202.0,25.1
136919.0,38.5
37397.0,26.4
37173.0,33.2
37958.0,34.2
37823.0,39.1
40035.0,16.8
38544.0,35.5
37547.0,31.7
139009.0,46.6
38321.0,32.4
36952.0,41.3
38376.0,35.4
36532.0,26.4
38982.0,32.2
39658.0,35.1
36809.0,31.7
37770.0,25.5
35946.0,38.3
38633.0,38.9
38492.0,34.0
49894.0,42.2
151077.0,45.8
116224.0,41.8668611463
10346.0,55.1
9690.0,62.4
161829.0,57.2
165185.0,30.9
102071.0,51.7
102106.0,47.4
98505.0,45.9
87843.0,37.9834565217
2309.0,32.7
32633.0,55.1
35090.0,48.7
51877.0,51.9
93575.0,40.4
41033.0,68.2
42456.0,42.1
40955.0,64.2
102570.0,82.2
179249.0,99.7
167259.0,43.6
175260.0,28.8
90878.0,51.4
101519.0,45.7
103238.0,33.2
103693.0,38.3
140379.0,45.1
141535.0,40.5
140547.0,47.4
150702.0,25.7
142710.0,62.1
139811.0,53.5
39051.0,39.8
39328.0,39.3
34397.0,51.5
116590.0,44.0
118094.0,53.3
134559.0,40.3
114382.0,73.2
114355.0,65.1
116983.0,58.1
116288.0,60.3
118753.0,55.1
116867.0,52.7
115575.0,59.1
114925.0,58.8
83491.0,63.1
83936.0,53.8
86188.0,51.5
173230.0,41.3
168960.0,51.6
175055.0,63.4
177469.0,25.8
177842.0,49.9
149138.0,46.8
149931.0,56.3
162014.0,33.1
164936.0,53.3
69964.0,50.2
71126.0,37.8
73246.0,58.3
130124.0,37.1
65645.0,47.9
69615.0,53.7
78711.0,54.0
78258.0,57.1
40544.0,72.4
131210.0,80.8
40367.0,65.3
41088.0,77.8
64425.0,60.6
40820.0,64.0
41943.0,45.2
73013.0,43.2
22488.0,36.4
23868.0,28.6
23047.0,42.1
22059.0,31.9
21757.0,38.2
21454.0,43.6
20607.0,29.3
22898.0,36.3
144198.0,61.3
144731.0,64.5
144376.0,50.3
144410.0,62.0502358766
143450.0,76.3
143502.0,57.0
143520.0,53.6
115076.0,53.8
145220.0,55.5
144713.0,36.8
169119.0,40.6
132164.0,46.2
136269.0,50.2
130534.0,69.9
134014.0,65.2
131069.0,65.9
133964.0,69.1
134050.0,68.7
134853.0,61.3
9574.0,58.2
124117.0,50.9
55838.0,71.8
56988.0,65.6
56327.0,55.9
59826.0,58.9
125061.0,43.2
123175.0,34.6
124073.0,34.7
142774.0,52.8
142952.0,46.3
140627.0,54.4
139740.0,56.3
180037.0,44.1
142239.0,50.8
75150.0,75.8
77331.0,53.9
75114.0,59.6
77180.0,49.5
77153.0,60.0
77313.0,51.7
76763.0,23.8
76601.0,44.0
76674.0,56.0
77082.0,43.5
75203.0,62.5
76932.0,35.0
77288.0,42.0
76004.0,42.6
77260.0,40.5
76692.0,58.3
75515.0,45.5
77126.0,41.8
75686.0,42.7
76638.0,27.6
76317.0,43.1
75711.0,50.3
76111.0,44.7
77402.0,46.8
76139.0,46.1
76040.0,44.9
75819.0,39.8
76807.0,40.1
75766.0,30.8
76406.0,35.5
75917.0,41.6
77579.0,44.3
76175.0,29.0
76157.0,45.2
75542.0,38.6
75338.0,44.3
77561.0,32.1
164829.0,12.8
75613.0,41.8
164133.0,36.9
153151.0,40.5
59880.0,53.3
55160.0,55.4
32768.0,51.2
115520.0,56.0
117998.0,50.9
34985.0,52.1
54485.0,49.4643293443
51699.0,57.5
51662.0,43.5517735725
51751.0,38.8
53791.0,49.9
51984.0,55.7
55687.0,76.6
57350.0,56.7
58990.0,60.1986165453
58142.0,63.4
57449.0,49.6
159259.0,51.3
53755.0,47.7
52062.0,43.4
52785.0,51.2
158804.0,51.8
63447.0,59.0
101822.0,36.5
104181.0,39.7
103568.0,19.5
104886.0,23.3
93888.0,63.0
93370.0,48.9
94330.0,41.1
93101.0,39.8
94081.0,46.1
104680.0,40.5
101458.0,41.9
179757.0,51.5
102945.0,53.9
92658.0,67.8
92961.0,40.1
94562.0,40.3
93156.0,48.9
34903.0,60.0
43331.0,55.9
43279.0,29.1
43867.0,36.8
43563.0,41.5
43992.0,47.2
44355.0,43.9
44505.0,38.0
44202.0,40.6
44532.0,45.3
43073.0,45.5
42913.0,42.5
43787.0,41.9
43929.0,33.2
43019.0,39.2
44113.0,32.0
43625.0,41.2
44060.0,46.1
44462.0,29.0
43180.0,33.2
21007.0,42.7
23975.0,33.4
179463.0,88.4
101742.0,66.3
102605.0,88.7
101617.0,41.2
105874.0,51.0
26346.0,34.0
26338.0,37.0
24999.0,35.6
23127.0,24.1
21891.0,27.0
25362.0,34.8
24427.0,28.0
41701.0,38.8
42498.0,30.3
179926.0,29.9
68976.0,40.6
67327.0,52.5
179891.0,44.8
67773.0,47.3
73317.0,43.8
74949.0,40.4
71199.0,39.1
71572.0,44.5
73852.0,28.7
72953.0,35.8
74923.0,36.1
73665.0,39.9
73905.0,35.5
93735.0,47.2
179702.0,42.4
179980.0,45.2
93236.0,48.7
102703.0,40.5
180019.0,38.2
179784.0,21.0
102240.0,49.9
136802.0,55.6
108963.0,62.2
180091.0,54.305934685
107662.0,58.4
138084.0,56.8
138351.0,43.0
9026.0,57.4
7348.0,58.7
95239.0,64.5
100353.0,82.9
148293.0,44.9
8014.0,60.5
11664.0,35.4
73709.0,43.0
74536.0,43.9
73567.0,44.0
70110.0,54.9
160779.0,45.3453528506
161133.0,48.7745031294
171021.0,61.9
179285.0,72.4
87362.0,50.9
89428.0,47.7
90431.0,56.7
86810.0,58.4
151585.0,43.9
131407.0,57.7
93487.0,40.0
24089.0,32.1
77587.0,39.1
76255.0,44.1
75472.0,46.4
75221.0,47.2
75668.0,42.6
77601.0,54.1
123013.0,26.0
121876.0,28.4
123102.0,35.9
124233.0,39.7
123709.0,23.5
125150.0,39.5
120860.0,59.8
122613.0,36.5
125105.0,25.2
124153.0,43.5
120888.0,61.8
124634.0,43.2
125169.0,33.1
121466.0,32.2
125123.0,25.8
122668.0,42.4
121607.0,43.9
124331.0,28.4
97811.0,44.4
121796.0,38.9
97777.0,31.2
124750.0,38.3
96110.0,29.0
125114.0,38.5
122187.0,34.6
124803.0,37.7
100362.0,29.9
122908.0,47.8
121108.0,46.7
123371.0,38.8
95612.0,35.0
123424.0,41.0
98051.0,38.5
99058.0,26.7
121055.0,62.8
124661.0,41.0
95499.0,43.7
125016.0,42.5
100326.0,41.9
99539.0,29.6
97063.0,28.9
100086.0,38.5
96478.0,32.4
100317.0,24.8
99600.0,30.3
100344.0,27.3
95943.0,37.6
151022.0,34.3
148426.0,43.0
150221.0,44.1
146799.0,44.3
149290.0,42.5
146655.0,60.6
74956.0,40.8
149183.0,32.0
178607.0,58.7
144599.0,50.6
143557.0,86.0
119590.0,59.7
9930.0,54.5
14584.0,52.7
16427.0,47.8
67835.0,37.9
152760.0,41.8
126825.0,42.7
148006.0,36.4
148097.0,40.9
154709.0,39.6
97189.0,35.3
112904.0,48.3606632448
166413.0,28.8
112245.0,53.3
65105.0,55.6
22380.0,43.2
65154.0,52.1
126905.0,29.0421063975
19793.0,50.7
72276.0,41.2
79932.0,36.7
104788.0,37.9
31379.0,35.2
27212.0,52.1
17049.0,46.0
17619.0,50.6
13935.0,67.6
17496.0,68.9
15983.0,46.3
16506.0,29.9
176212.0,41.5
178046.0,36.2
44845.0,56.5
178947.0,45.0
50399.0,48.7
48842.0,47.4
177655.0,21.3
48682.0,42.6
135315.0,44.8
46180.0,46.4
48227.0,42.0
45959.0,44.6
49484.0,46.4
63688.0,52.0
13392.0,74.7
13365.0,72.4
13169.0,70.3
105295.0,32.9
14940.0,47.6
18411.0,38.7
17726.0,40.5
90805.0,49.1
87291.0,54.5
91535.0,46.8387242037
87996.0,58.9
88449.0,52.2
88261.0,60.1
111818.0,35.0578799619
112334.0,39.8
112370.0,29.1
110456.0,22.6
115183.0,46.4
120254.0,44.3
40704.0,56.8
119206.0,46.3
152127.0,33.0
153605.0,41.8
152948.0,38.1
155154.0,36.0
154790.0,34.7
154852.0,29.1
155127.0,28.6
153240.0,34.5
154521.0,31.7
153026.0,20.3
152582.0,42.7
152528.0,26.1
154585.0,27.6
153277.0,39.6
152467.0,30.7
153124.0,47.1
153543.0,40.6
153295.0,22.5
151932.0,35.4
153384.0,46.0
152564.0,43.7
154497.0,40.0
153339.0,34.1
152993.0,41.8
151834.0,43.9
154914.0,47.5
152797.0,26.7
153972.0,21.1
154013.0,38.6
154139.0,34.5
152868.0,34.5
113206.0,46.4
124938.0,66.4
123601.0,50.9
121242.0,47.5
120726.0,65.7
122828.0,41.8
123914.0,39.5
136964.0,46.3
110571.0,24.6
111587.0,3.3
137032.0,49.9
138280.0,62.4
137185.0,59.8
179882.0,54.3
138208.0,43.7
137728.0,70.5
136526.0,66.0
137746.0,46.2
137764.0,47.0
136599.0,63.3
139330.0,56.4
112469.0,48.6
109773.0,54.3
109826.0,49.0
110820.0,41.2
174254.0,62.8
138431.0,58.8
138574.0,49.6
136483.0,69.9
139143.0,41.9
137229.0,42.3
137363.0,41.2
138805.0,39.2
136642.0,58.0
139054.0,46.9
138039.0,47.3
139214.0,46.2
138869.0,36.5
139394.0,50.8
136848.0,52.3
137443.0,51.0
152412.0,37.3
152270.0,30.404670717
155136.0,26.8
152083.0,32.1
152252.0,45.6
154380.0,42.1
153106.0,36.3
101902.0,70.6
102525.0,64.5
104136.0,64.7
104421.0,44.7
102035.0,83.1
179310.0,85.1
102543.0,73.8
179383.0,67.7
105570.0,81.9
101298.0,78.3
179481.0,96.3
100969.0,86.0
102160.0,96.3
102286.0,83.3
104387.0,42.8
104546.0,68.0
102473.0,69.8
105026.0,40.8
103130.0,63.9
105419.0,81.9
179551.0,91.3
100834.0,77.3
60883.0,38.0
174520.0,55.2818804499
168309.0,37.6
168229.0,40.1
169253.0,49.7
171931.0,33.8
174156.0,70.8
168130.0,54.1
167473.0,68.3
62020.0,47.5
62823.0,51.7
62538.0,45.4
62057.0,35.1
63286.0,87.6
62798.0,23.3
60801.0,52.3
153623.0,36.0
155083.0,36.7
152617.0,30.2
63300.0,22.4
61069.0,37.3
61737.0,22.9
63161.0,29.1548178325
61318.0,48.6
164892.0,25.8
98168.0,42.8
97394.0,40.6
97438.0,47.2
100308.0,26.6
96593.0,27.2
97241.0,28.2
98685.0,38.5
97875.0,20.2
96423.0,25.1
98113.0,33.0
96370.0,31.3
95088.0,72.0
95293.0,60.6
99922.0,45.1
98373.0,54.2
96940.0,36.6
99968.0,43.1
96637.0,45.2
97090.0,31.4
98738.0,39.5
97009.0,36.2
98998.0,38.3
99101.0,36.7
100148.0,34.0
38679.0,32.7
99879.0,36.6
125141.0,21.8
98435.0,26.0
99209.0,25.4
99165.0,40.2
97722.0,22.5
95792.0,44.6
95391.0,60.6
96664.0,34.0
100273.0,40.9
95872.0,27.1
97606.0,35.0
96334.0,29.1
100282.0,20.0
97321.0,28.9
98827.0,33.9
95159.0,50.1
99478.0,38.7
95060.0,67.9
148514.0,34.1
37324.0,24.7
162871.0,32.1
162924.0,30.2
95355.0,51.6
163253.0,18.9
165719.0,15.1
163002.0,27.6
98916.0,29.2
96192.0,24.4
99290.0,30.7
96888.0,33.7
100004.0,31.6
38580.0,29.0
37734.0,32.0
162381.0,26.5
96717.0,28.4
121386.0,40.4
122347.0,26.5
125178.0,29.3
98300.0,25.5
96058.0,40.1
98337.0,34.8
39391.0,41.4
96904.0,30.3
99370.0,27.9
166235.0,25.6
98649.0,34.3
99441.0,33.0
96815.0,38.2
62878.0,43.2
62191.0,63.7
63125.0,70.6
61675.0,39.8
62949.0,52.9
61452.0,41.1
62360.0,52.1
63045.0,50.9
63278.0,41.6
61283.0,45.1
61005.0,24.9
61951.0,30.4
61256.0,49.0
61808.0,42.6
63294.0,43.2
62761.0,53.1
60847.0,58.9
63170.0,43.0474608159
61559.0,41.7
61620.0,67.3
62609.0,38.1
61513.0,58.3
60507.0,67.7
11236.0,54.0
74907.0,40.2
130678.0,78.5
179999.0,38.9
76745.0,52.1
25692.0,39.6
23715.0,48.9
100219.0,29.9
99673.0,23.0
99780.0,32.4
98774.0,36.8
98603.0,35.5
160172.0,41.0
160261.0,45.9
161231.0,46.681855214
160911.0,41.3
161482.0,36.2
159614.0,63.9
161053.0,42.0
161302.0,50.1
160724.0,42.3
161552.0,42.7
159687.0,59.0
161035.0,45.1
161561.0,39.0
160387.0,46.1
160476.0,25.2
160127.0,42.3
160617.0,59.1
161525.0,55.2
161286.0,23.3
159730.0,59.6
159945.0,37.2
160323.0,37.9
160305.0,40.8
161384.0,42.5
160528.0,37.6
160564.0,43.7
160225.0,37.6
159650.0,50.6
161179.0,38.8
159785.0,45.1
161348.0,45.4
159963.0,39.3
159847.0,38.7
161259.0,35.1
160831.0,39.0
161543.0,50.8
160680.0,46.7
160092.0,44.7
52856.0,45.7
157362.0,45.7
52650.0,56.5
160877.0,46.1
62253.0,43.8
160644.0,43.6
57582.0,74.9
55598.0,67.6
56425.0,58.1
58918.0,41.4
55311.0,63.2
59764.0,66.6
161151.0,34.4
161106.0,41.2
159767.0,48.7
159883.0,44.3212579647
4927.0,60.5
1017.0,75.5
155145.0,43.6
130062.0,21.3
125418.0,57.4
127019.0,36.7
125347.0,71.5
128711.0,50.8
128436.0,48.8
129656.0,50.4
107047.0,56.6
107519.0,46.6
106559.0,63.3
106620.0,50.3
34690.0,55.5
33275.0,53.5
33765.0,53.4
160993.0,25.0
148382.0,35.2
12055.0,49.5
62397.0,53.1
60945.0,41.8
62707.0,49.8
63318.0,56.3
60776.0,65.1
62903.0,31.6
62280.0,49.2
61826.0,47.4
63152.0,62.9
63072.0,53.7
63189.0,46.7
62440.0,49.0
61167.0,36.4
61210.0,47.9
61121.0,49.9
60687.0,68.6
62137.0,38.5
86687.0,68.1
89801.0,47.5
91330.0,65.1
14272.0,45.0
154184.0,40.8
127126.0,50.9
151870.0,57.6
153936.0,39.8
110740.0,38.2
111006.0,27.2
113518.0,22.2
111989.0,19.4
113233.0,26.1
113732.0,17.6
120922.0,52.3
124723.0,41.8
122463.0,46.3
113607.0,44.6168354643
51449.0,43.5
179533.0,82.8
101145.0,85.6
102213.0,77.3
85788.0,56.5
85289.0,44.0
22166.0,49.1
20563.0,61.5
23350.0,34.6
26320.0,46.3
20466.0,55.8
104243.0,68.1
113894.0,26.7
113466.0,36.4
179748.0,58.5
101341.0,49.4
105534.0,68.9
26289.0,61.0
20876.0,62.1
26083.0,35.5
25068.0,45.6
25745.0,34.2
13187.0,73.3
14851.0,60.1
20063.0,49.7
13490.0,63.4
77595.0,46.5
77224.0,53.6
79736.0,50.0
80980.0,39.0
80285.0,57.8
82895.0,62.3
81576.0,50.1
87059.0,53.2
87139.0,61.2
82430.0,52.2
91731.0,60.4980739022
87576.0,66.0
90663.0,48.1
86883.0,43.1
132805.0,74.4
131274.0,65.7
87665.0,65.1
88047.0,64.3
91116.0,52.8
90538.0,43.1
87077.0,59.0
86990.0,64.5
89561.0,63.2
90994.0,55.1
1696.0,61.6
125999.0,45.0
128659.0,42.5
106461.0,66.1
106318.0,67.1
106407.0,70.6
178279.0,50.1
175885.0,53.5
175983.0,37.6
176338.0,26.6
174922.0,48.5
176793.0,39.2
55106.0,61.1
55008.0,68.6
55277.0,66.4
55259.0,63.9
58721.0,59.4
57163.0,50.3
60026.0,45.2096775071
55918.0,47.5
60062.0,62.0
59693.0,57.8
179347.0,69.6
12938.0,64.7
10827.0,53.0
103014.0,46.4
179515.0,75.5
89151.0,54.7080677732
90066.0,50.0872302029
10453.0,47.7
104047.0,29.7
22111.0,27.8
60598.0,59.4
95471.0,60.4
42708.0,67.7
42682.0,61.7
155591.0,57.1
159491.0,51.7
124206.0,45.3
100335.0,47.1
167794.0,48.7
167696.0,65.5
151763.0,43.6
154736.0,40.3
151683.0,52.7
141447.0,45.1
140146.0,45.8
174085.0,41.0
169681.0,36.0
131461.0,48.8
159437.0,72.7
131103.0,65.7
102909.0,43.8
100521.0,62.4
115637.0,48.7
60419.0,73.4
63198.0,37.9
152902.0,40.7
154834.0,41.8
62672.0,47.3
60721.0,60.2
63334.0,55.2
107001.0,49.4
82555.0,48.9
78926.0,37.1
91937.0,39.1
90208.0,48.5
54975.0,80.1
155109.0,36.8
153829.0,40.8
25488.0,47.0
24338.0,34.6
178938.0,46.2
178956.0,52.3
42058.0,48.5
64265.0,48.2
83375.0,64.4
96254.0,60.3
97919.0,78.0
18162.0,35.4
16739.0,44.8
66857.0,36.2
153062.0,41.9
154308.0,39.3
60455.0,74.1
120487.0,82.3
114319.0,72.2
119723.0,58.4
114809.0,67.0
60632.0,65.6
60482.0,70.7
62985.0,57.7
63326.0,52.7
61372.0,63.4
148202.0,53.6
32153.0,55.7
77377.0,43.2
76497.0,35.6
39975.0,26.9
36300.0,33.8
155760.0,62.7
159384.0,65.5
72007.0,44.7
70637.0,42.1
71340.0,50.4
126674.0,20.7
127288.0,40.8
105160.0,81.5
103513.0,66.3
103997.0,81.6
101957.0,80.0
179409.0,82.6
40900.0,84.8
40198.0,73.6
20297.0,62.3
20359.0,57.6
32394.0,70.9
33729.0,54.7
33621.0,59.9
34333.0,52.8
148916.0,45.8
146995.0,37.7
43493.0,28.8
18331.0,46.1
15233.0,66.2
18475.0,48.3
150310.0,40.1
151567.0,26.6
148328.0,24.6
147134.0,52.5
149414.0,48.1
146432.0,69.0
149833.0,38.1
146325.0,44.9
146370.0,52.2
146281.0,67.1
146263.0,66.6
161464.0,47.5
160430.0,47.4
11539.0,58.8
152350.0,28.8
97465.0,19.7
75864.0,32.8
75356.0,36.1
52909.0,6.9
51056.0,52.4
155261.0,96.5
77475.0,46.7
75953.0,47.0
61871.0,36.0
146904.0,38.8
147786.0,39.8
149502.0,30.6
149101.0,46.1
151479.0,43.8
148667.0,38.5
149584.0,16.0
151095.0,42.2
150043.0,45.3
146628.0,64.9
147161.0,43.8
147526.0,43.7
147358.0,49.3
147884.0,45.5
111220.0,42.0117639549
179221.0,84.1
147633.0,25.5
146931.0,49.2
103443.0,62.0
104582.0,54.7
164197.0,25.8
164277.0,29.0
51840.0,30.7503770577
66081.0,67.5
66152.0,46.1
91688.0,57.6
87638.0,65.2
80766.0,35.2
155494.0,66.0
157451.0,56.9
60570.0,75.1
60534.0,65.3
179711.0,50.6
67256.0,52.5
179132.0,74.9
